11/08/2026
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
526091	Rane Computers Consultancy Ltd	77.50000
526095	Ravileela Granites Limited	105.86000
526113	Uniroyal Marine Exports Ltd.	64.79500
526115	Karan Woo-sin ltd.	82.35000
526117	Shervani Industrial syndicate	25.72973
526125	BN AGROCHEM LIMITED	977.72941
526133	Supertex Industries Ltd	113.41320
526137	Shetron Ltd.	90.03300
526139	Transgene Biotek Ltd.	657.70000
526143	MPL Plastics Limited	112.47100
526159	Nikhil Adhesives Ltd.	459.43000
526161	Spenta International Ltd.	27.64326
526169	Multibase India Ltd	126.20000
526173	Andrew Yule & Company Ltd	4889.50978
526179	Ludlow Jute & Specialities Ltd	107.73120
526187	Ashram Online.com Ltd	120.00000
526193	Royal Cushion Vinyl Products L	365.88462
526195	Neogem India Limited	81.72000
526209	K.S.Oils Ltd.	4591.80037
526211	Suraj Industries Limited.	185.25244
526217	Hitech Corporation Limited	171.75700
526225	Bloom Dekor Ltd.	68.50000
526227	Filatex India Ltd.	4440.58375
526231	Standard Surfactants Ltd.	82.61600
526235	Mercator Limited	3024.59335
526237	Morgan Ventures Ltd.	100.00000
526241	Amrapali Industries Ltd	514.10564
526247	Premier Explosives Ltd.	537.61195
526251	Mid East Portfolio Management	50.30000
526263	Mold-Tek Technologies Ltd	288.05118
526269	Crestchem Ltd.	30.00000
526299	Mphasis Limited	1908.76043
526315	DIVYASHAKTI LIMITED	102.68870
526321	Maniyar Plast ltd.	43.80000
526325	Orient Press ltd.	100.00000
526331	Advance Multitech Ltd.	40.76781
526335	Shreyas Intermediates Ltd.	708.53900
526345	Panjon Ltd.	171.64526
526349	CRAFTROOT RETAIL LIMITED	33.50000
526355	Duropack Ltd	52.72200
526365	SWARNSARITA JEWELS INDIA LIMIT	208.76800
526367	GANESH HOUSING LIMITED	833.87090
526371	NMDC Ltd	87918.17550
526373	Cindrella Hotels Ltd.	36.00000
526381	Patel Integrated Logistics Ltd	695.85746
526385	Gujarat Perstorp Electronics L	138.30000
526397	Alphageo (India)Ltd.	63.64767
526407	HAMPTON SKY REALTY LIMITED	2742.07700
526409	Kkalpana Industries (India) Lt	940.72930
526415	OK Play India Ltd.	3629.31150
526423	Kriti Industries (India) Ltd.	526.96000
526431	Welterman International Ltd.	44.41300
526433	ASM Technologies Ltd.	145.86660
526435	Perfectpac Limited	66.59500
526439	Ambitious Plastomac Ltd.	58.10000
526441	Vision Cinemas Limited	626.17716
526443	Artificial Electronics Intelli	276.69590
526445	Indrayani Biotech Ltd.	455.36256
526468	Euro Leder Fashion Ltd.	44.73600
526471	Winsome Breweries Ltd.	276.68900
526473	Elegant Floriculture & Agrotec	200.00000
526477	South Asian Enteprises Ltd.	40.00000
526479	Sky Industries Ltd	78.90541
526481	Phoenix International Ltd.	167.89560
526488	BHUDEVI INFRA PROJECTS LIMITED	45.89238
526490	Pratik Panels Ltd.	638.98500
526492	Rishiroop Limited	91.63603
526494	Promact Plastics Limited	65.11800
526500	Sterling Green  Woods  Limited	42.39688
526504	Dolphin Medical Services Ltd.	150.99952
526506	Systematix Corporate Services	1365.38010
526508	Shahi Shipping Limited	144.94874
526512	Interlink Petroleum Ltd.	249.21200
526519	Alpine Housing Development Cor	173.21898
526521	Sanghi Industries Ltd.	2583.26000
526525	WORLDWIDE ALUMINIUM LIMITED	32.86300
526530	IIRM HOLDINGS INDIA LIMITED	681.44250
526532	Square Four Projects India Lim	196.17800
526538	Maximaa Systems ltd.	580.01255
526544	SGL RESOURCES LIMITED	2504.79800
526546	Choksi Laboratories Ltd.	69.65263
526550	Country Club Hospitality & Hol	1634.64735
526554	Salguti Industries Ltd.	75.36700
526558	James Hotels ltd.	80.00500
526568	Longview Tea Company ltd.	29.96500
526570	MIDWEST ENERGY LIMITED	120.47946
526574	Enterprise International Limit	29.84600
526576	TECHINDIA NIRMAN LIMITED	183.26000
526582	TPL Plastech Limited	780.03000
526586	Wim Plast Ltd.	120.03360
526588	Photoquip India Ltd.	60.00800
526596	Liberty Shoes Ltd.	170.40000
526604	Lippi Systems Ltd.	70.00000
526608	Electrotherm (India) Ltd	127.42814
526612	Blue Dart Express Ltd.	237.27934
526614	EXPO ENGINEERING AND PROJECTS	227.96400
526616	National Plastic Industries Lt	91.29600
526622	MFL India Ltd	3602.92000
526628	Ajwa Fun World & Resorts Ltd	63.90000
526638	Texel Industries Ltd.	133.06991
526640	Royale Manor Hotels & Industri	198.32200
526642	Mirza International  Limited	1382.01900
526650	Tourism Finance Corpn. Of Indi	4629.77240
526652	Cals Refineries Ltd	82939.63100
526654	Thakker's Developers Ltd.	90.00000
526662	Rajdarshan Industries Ltd.	31.08300
526666	Bhartiya International Ltd.	134.10411
526668	Kamat Hotels (India) ltd.	294.80072
526675	Tirth Plastic Ltd.	44.50680
526677	DSJ KEEP LEARNING LIMITED	1557.12083
526683	Univa Foods Limited	143.22800
526687	Polo Hotels Ltd.	223.74253
526689	Fenoplast ltd.	46.00000
526703	Ecoplast Ltd.	47.54525
526705	Elegant Marbles & Grani Indust	29.63000
526707	Alchemist Limited	135.59800
526709	BITS Ltd	1118.75000
526711	Adarsh Plant Project Ltd.	99.11500
526717	HCP PLASTENE BULKPACK LIMITED	106.74837
526721	Nicco Parks And Resorts Ltd.	468.00000
526723	NTC INDUSTRIES LIMITED	145.19000
526725	Sandesh Ltd.	75.69421
526727	Garnet Construction Ltd.	139.02200
526729	Goldiam International Ltd.	1505.57125
526731	Bright Brothers Ltd.	56.80235
526737	Corporate Courier and Cargo Lt	72.00000
526739	Narmada Gelatines Ltd.	60.49587
526741	Credence Sound & Vision Ltd.	223.50500
526747	P.G.Foils Ltd.	117.95000
526751	Gratex Industries Ltd.	30.34800
526755	Velan Hotels Ltd.	319.64119
526761	Howard Hotels Limited	91.13200
526773	Pressure Sensitive Systems (In	1483.62000
526775	Valiant Communications Ltd.	116.92090
526783	Dr.Agarwals Eye Hospital Ltd.	48.32827
526795	Mahasagar Travels Ltd.	78.63500
526797	Greenply Industries Ltd	1249.02045
526799	Union Quality Plastics Ltd.	69.26381
526807	Seamec Ltd	254.25000
526813	Raghunath International Ltd.	50.00200
526817	Cheviot Co.Ltd.	58.41875
526821	Dai-Ichi Karkaria Ltd.	74.51229
526823	Rajeswari Infrastructure Limit	47.30900
526827	SPICE ISLANDS INDUSTRIES LIMIT	62.33324
526829	Confidence Petroleum India Lim	3322.41043
526839	Shelter Infra Projects Limited	35.70161
526841	Shakti Press Ltd.	281.61600
526847	Ashirwad Steels & Industries	125.00000
526849	Banaras Beads Ltd.	66.36222
526851	Arex Industries Ltd.	35.98700
526853	Bilcare Ltd.	235.45231
526859	ISF LIMITED	950.00000
526861	Rishi Laser  Ltd.	99.92600
526865	Jainco Projects (India) Ltd.	100.00000
526869	Kumbhat Financial Services Ltd	53.28000
526871	Intec Capital Limited	183.66250
526873	RAJASTHAN SECURITIES LIMITED	768.73800
526877	Siddheswari Garments Ltd.	33.09900
526881	63 Moons Technologies Limited	460.78537
526883	Shikhar Consultants Ltd.	45.35500
526885	Sarla Performance Fibers Ltd	795.03000
526887	Indo Credit Capital Ltd.	72.30800
526891	Market Creators Ltd.	50.00000
526899	HIMALAYA FOOD INTERNATIONAL LI	847.93421
526901	Sonal Adhesives Ltd.	60.61000
526905	Padmanabh Industries Limited	60.77500
526917	CHD Developers Ltd	1285.92286
526921	Twentyfirst Century Management	105.00000
526927	Dion Global Solutions Limited	322.27406
526931	Hariyana Ship Breakers Ltd.	61.66667
526935	Kalind Limited	9141.75000
526941	Vaishno Cement Co. Ltd.	89.50200
526945	Tyroon Tea Co. Ltd.	34.02100
526947	La Opala RG Ltd.	1110.00000
526951	Stylam Industries Limited	169.48060
526953	Venus Remedies Ltd.	133.66988
526959	Woodsvilla Limited	60.14000
526961	LAST MILE ENTERPRISES LIMITED	3557.69000
526965	Gujarat Craft Industries Ltd.	48.88300
526967	Heera Ispat Ltd.	58.82800
526971	Dhoot Industrial Finance Ltd.	63.18000
526977	Crimson Metal Engineering Comp	44.28207
526981	SHRI BAJRANG ALLIANCE LIMITED	90.00000
526983	Ashoka Refineries Ltd.	34.01900
526987	Urja Global Limited	5254.53377
527001	Ashapura Minechem Ltd	955.26098
527005	Shree Pacetronix Ltd	37.49700
527007	Atcom Technologies Ltd.	153.40000
530001	Gujarat Alkalis & Chemicals Lt	734.36928
530005	India Cements Ltd.	3098.97201
530007	JK Tyre & Industries Ltd.	2882.89511
530017	Standard Industries Ltd.	643.28941
530019	JUBILANT PHARMOVA LIMITED	1592.81139
530023	THE INVESTMENT TRUST OF INDIA	522.42217
530025	Samyak International Limited	79.97200
530027	Aadi Industries Ltd	100.00000
530035	Santosh Fine-Fab Ltd.	35.24600
530037	SPARKLE GOLD ROCK LIMITED	44.78200
530043	Acknit Industries Ltd	30.40000
530045	Titan Securities Ltd.	250.16200
530049	J.J.Exporters Ltd.	92.62250
530053	REAL ECO-ENERGY LIMITED	1000.00000
530055	Harmony Capital Services Ltd.	121.26900
530057	Vivanza Biosciences Limited	400.00000
530063	Yashraj Containeurs Ltd.	170.00000
530065	Lords Ishwar Hotels Limited	74.70000
530067	CSL Finance Limited	227.82621
530071	Parsoli Corporation Ltd.	280.27127
530073	Sanghvi Movers Ltd.	865.76000
530075	Antelopus Selan Energy Limited	351.62358
530077	PURETROP FRUITS LIMITED	68.69902
530079	Faze Three Ltd.	243.19000
530093	ACE EDUTREND LIMITED	91.60900
530095	PRADHIN LIMITED	10148.23200
530109	ANUPAM FINSERV LIMITED	1897.67750
530111	Raj Packaging Industries Ltd.	45.69750
530117	PRIVI SPECIALITY CHEMICALS LIM	390.62706
530119	Natraj Proteins Ltd.	37.47000
530125	Samrat Pharmachem Ltd.	30.89700
530127	NPR Finance Ltd.	59.89600
530129	Nile Ltd.	30.01900
530133	Amco India Ltd.	41.10000
530135	Optiemus Infracom Limited	886.88783
530139	Kreon Finnancial Services Limi	202.22000
530141	Gyan Developers & Builders Ltd	30.00000
530145	Kisan Mouldings Ltd.	1194.63065
530149	KSL AND INDUSTRIES LTD	1006.68325
530151	Vijay Textiles Ltd.	183.05000
530161	Garodia Chemicals Ltd.	72.00200
530163	Kerala Ayurveda Limited	129.95085
530167	Moongipa Capital Finance Ltd.	91.64400
530169	Mohit Paper Mills Ltd.	140.00000
530171	Daulat Securities Ltd.	50.00000
530173	Oscar Global Ltd	33.00000
530175	Odyssey Technologies Ltd.	159.42075
530177	VK Global Industries Limited	42.37900
530179	RSC International Limited	57.49700
530185	Surat Trade and Mercantile Lim	2220.24870
530187	Atharv Enterprises Limited	170.00000
530197	FUNDVISER CAPITAL (INDIA) LIMI	79.00000
530199	Themis Medicare Ltd.	921.00120
530201	KALLAM TEXTILES LTD	528.10562
530207	Brawn Biotech Limited	30.00300
530213	Fortune International Ltd.	70.40000
530215	Kings Infra Ventures Limited	245.05450
530217	SWOJAS FOODS LIMITED	426.47150
530219	Nutricircle Limited	111.00000
530231	Subhash Silk Mills Ltd.	42.40500
530233	Auro Laboratories Ltd.	62.32500
530235	KJMC Financial Services Ltd.	47.85740
530239	Suven Life Sciences Ltd.	2639.92553
530243	RATNAKAR SECURITIES LIMITED	5.19996
530245	Aryaman Financial Services Ltd	122.47000
530249	Bridge Securities Ltd.	388.76000
530251	Risa International Limited	1595.00250
530253	Rajasthan Tube Mfg. Co	450.78000
530255	Kay Power And Paper Ltd	349.40000
530259	Inter State Oil Carrier Ltd	49.92300
530263	Global Capital Markets Ltd.	3982.96000
530265	Sainik Finance and Industries	108.80000
530267	ARIGATO UNIVERSE LIMITED	60.96200
530271	Rich Universe Network Ltd	72.52800
530281	Quantum Digital Vision (India)	30.35000
530289	S.P.Capital Financing Ltd.	60.12200
530291	PAOS INDUSTRIES LIMITED	61.03600
530295	Shri Rajivlochan Oil Extractio	40.93000
530299	Kothari Products Ltd.	596.87730
530305	Piccadily Agro Industries ltd.	985.72144
530307	CHAMAN LAL SETIA EXPORTS LIMIT	497.25620
530309	Chandra Prabhu International L	277.35000
530313	KIMIA BIOSCIENCES LIMITED	473.12741
530315	Hindustan Tin Works Ltd.	103.99683
530317	Godavari Drugs Ltd.	101.27435
530323	ERA Infra Engineering Ltd	3315.99440
530331	Premco Global Ltd.	33.04800
530333	Emgee Cables & Communications	54.05500
530341	Mukesh Babu Financial Services	69.70900
530343	Genus Power Infrastructures Lt	3042.42615
530355	ASIAN ENERGY SERVICES LTD	486.47191
530357	KBS INDIA LIMITED	1082.11880
530361	PRABHHANS INDUSTRIES LIMITED	62.48240
530363	Ugar Sugar Works Ltd.	1125.00000
530365	Orient Bell Limited	147.10476
530367	NRB Bearings Ltd.	969.22600
530369	Vamshi Rubber Ltd.	42.06800
530377	Nila Infrastructures Ltd	3938.89200
530393	DB(INTERNATIONAL)Stock Brokers	350.00000
530401	Vinyoflex Ltd.	43.19000
530405	Jindal Capital Ltd.	72.08100
530407	EPIC Energy Ltd.	72.11500
530419	Sumedha Fiscal Services Ltd.	79.84424
530421	Kuwer Industries Ltd.	90.76072
530423	CRB Share Custodian Services L	60.00000
530427	CHOKSI ASIA LIMITED	57.01104
530429	Ashish Polyplast Ltd.	33.97500
530433	Shiva Global Agro Industries L	99.93000
530439	Siddha Ventures Limited	99.98000
530443	Kiran Syntex Ltd.	42.49900
530445	Sumeru Industries Ltd.	720.00000
530449	Rungta Irrigation Ltd.	199.21783
530457	GTT DATA SOLUTIONS LIMITED	417.76843
530459	Valson Industries Ltd.	76.60800
530461	Saboo Sodium Chloro Ltd.	419.71481
530467	Gujarat Cypromet Ltd.	120.00100
530469	GSL Securities Ltd.	42.75100
530475	Tinna Rubber and Infrastructur	180.15757
530477	Vikram Thermo (India) Ltd.	313.57850
530495	STRATMONT INDUSTRIES LIMITED	284.97880
530499	A.K.Capital Services Ltd.	66.00000
530517	Relaxo Footwears Ltd.	2489.38586
530521	Virat Industries Ltd.	145.23339
530525	RAJNISH RETAIL LIMITED	1567.50000
530533	Terai Tea Co. Ltd.	68.79300
530537	Manraj Housing Finance Ltd.	50.00000
530543	Marg Ltd	508.18459
530545	Cosco (India) ltd.	41.61000
530547	Ken Financial Services Ltd.	30.00100
530549	Shilpa Medicare Ltd.	1955.81816
530555	Paramount Communications Ltd.	3272.39473
530557	NCL Research And Financial Ser	10703.28000
530565	KOIYA INTERNATIONAL LIMITED	60.66700
530571	Explicit Finance Limited	92.67600
530577	Ladderup Finance Ltd.	106.02477
530579	U. Y. FINCORP LIMITED	1902.38329
530581	Ekam Leasing & Finance Co. Ltd	60.00000
530585	SWASTIKA INVESTMART LIMITED	200.98500
530589	Prima Plastics Ltd.	110.00470
530595	TeleCanor Global Limited	113.90914
530601	JAGSONPAL SERVICES LIMITED	182.05400
530605	GSL Nova Petrochemicals Limite	270.00000
530609	Carnation Industries Ltd.	34.57160
530611	Sturdy Industries Ltd.	1512.53694
530615	Garg Furnace Ltd.	50.08700
530617	Sampre Nutritions Ltd.	950.08913
530621	Akar Auto Industries Limited	107.88010
530627	Vipul Organics Limited	190.54566
530643	Eco Recycling Limited	192.96750
530655	Goodluck India Limited	332.38509
530663	Goyal Associates Ltd.	529.37500
530665	Zenith Health Care Ltd.	537.39000
530669	ACE ENGITECH LIMITED	8.58884
530675	York Exports Ltd.	33.62800
530677	Supreme Holdings & Hospitality	386.46853
530683	Pithampur Poly Products Ltd.	48.74000
530689	Lykis Limited	193.75155
530695	Prime Property Development Cor	169.71080
530697	Zenlabs Ethica Limited	65.10015
530699	Raj Rayon Industries Limited	5560.82495
530701	KDJ Holidayscapes and Resorts	546.56000
530703	Info-Drive Software Ltd.	6552.08200
530705	ANIRIT VENTURES LIMITED	60.00000
530709	Gowra Leasing & Finance Ltd.	77.47850
530711	Jagan Lamps Ltd.	73.00583
530713	AJEL Limited	116.50000
530715	Alps Industries Ltd.	391.14100
530723	Asit C Mehta Financial Service	82.46012
530733	ENCODE PACKAGING INDIA LIMITED	31.52100
530735	Super Bakers (India) Ltd.	30.21600
530741	Ovobel Foods Ltd.	95.00800
530745	ACS TECHNOLOGIES LIMITED	693.76608
530747	CHALLANI CAPITAL LIMITED	150.00000
530755	Coral Newsprints Ltd.	50.52700
530757	Shentracon Chemicals Ltd.	44.38143
530759	Sterling Tools Ltd.	363.44426
530765	AGARWAL FORTUNE INDIA LIMITED	34.35400
530771	KLG Capital Services Ltd.	32.02400
530773	IVRCL LTD	7828.97692
530777	Infra Industries Ltd.	59.83100
530779	Dynamic Protfolio Management &	116.91800
530787	Inland Printers Ltd.	49.43760
530789	Ceejay Finance Limited	34.50000
530795	Suncity Synthetics Ltd.	49.45800
530797	Shree Ganesh Elastoplast Ltd	55.02000
530799	Anna Infrastructures Ltd	38.00000
530803	Bhageria Industries Limited	436.44180
530805	ONESOURCE INDUSTRIES AND VENTU	307.50000
530809	BNR Udyog Ltd.	30.00000
530813	KRBL Ltd.	2288.89892
530821	SSPDL Limited	129.29250
530825	Daikaffil Chemicals India Ltd.	60.00000
530829	CIL SECURITIES LIMITED	50.00000
530839	Clio Infotech Ltd.	110.10950
530843	Cupid Limited	13446.60700
530845	Sunshield Chemicals Ltd.	87.94836
530853	Hipolin Ltd.	31.31300
530855	GDL Leasing & Finance ltd.	50.10100
530859	Cosboard Industries Ltd.	42.93800
530871	Chembond Material Technologies	134.48288
530879	CAPITAL INDIA FINANCE LIMITED	3910.56300
530881	Arunjyoti Bio Ventures Limited	1863.81000
530883	Super Crop Safe Ltd.	402.14500
530889	AUDROC Limited	65.00000
530897	N.G.Industries Ltd.	33.50500
530899	Asia Pack Ltd.	26.37420
530907	S.I.Capital And Financial Serv	50.50000
530909	ERP Soft Systems Ltd.	39.60000
530915	DATACIPHER LIMITED	95.00000
530917	R.R.Securities Ltd.	30.18100
530919	Remsons Industries Ltd.	348.78785
530921	Integrated Thermoplastics Ltd.	62.87800
530925	Ramsons Projects Ltd.	30.06500
530927	Haryana Financial Corporation	192.22700
530929	RRP DEFENSE LIMITED	137.18800
530931	Stanpacks (India) Ltd.	60.96000
530943	Aqylon Nexus Limited	2537.30560
530951	RAMINFO LIMITED	81.89914
530953	Sunil Agro Foods ltd.	30.02900
530959	Diana Tea Co.Ltd.	149.91000
530961	Vikas EcoTech Limited	17687.06024
530965	Indian Oil Corporation Ltd.	141212.38383
530973	Alfa Ica (India) Ltd	40.40000
530977	Shri Keshav Cements and Infra	175.12752
530979	India Home Loan Limited	142.81755
530985	JPT Securities Ltd.	30.06000
530991	Roopa Industries Ltd.	78.65520
530993	Sarthak Global Ltd.	30.00000
530997	Unique Organics Ltd.	59.53000
530999	Balaji Amines Ltd.	324.01000
531003	Swarna Securities Ltd.	30.00000
531013	Sun Granite Export Limited	106.78600
531015	Venmax Drugs And Pharmaceutica	115.82930
531017	Arihants Securities ltd.	50.00000
531025	Visagar Financial Services Ltd	5839.15645
531027	Libord Securities Ltd.	50.00000
531029	Bharat Textiles & Proofing Ind	58.57140
531033	Regal Entertainment & Consulta	89.09090
531035	EBIX LIMITED	2142.94160
531039	Swadha Nature Limited	40.94500
531041	Competent Automobiles Co. Ltd.	64.09500
531043	Dhanvantri Jeevan Rekha Ltd.	40.98400
531047	Advance PowerInfra Tech Limite	117.50000
531049	Neelkanth Rockminerals ltd.	50.43700
531051	Vintage Securities Ltd.	36.66800
531065	Oswal Overseas Ltd	129.22100
531067	Contil India Limited	154.72000
531069	Vijay Solvex Ltd.	32.01263
531080	Shri Krishna Devcon Limited	280.00000
531082	Alankit Limited	2711.58100
531083	Nihar Info Global Ltd.	104.07748
531085	Lakhani India Ltd.	134.53000
531091	United Credit ltd.	53.27823
531092	OM INFRA LIMITED	963.03809
531099	CENTUPLE GLOBAL LIMITED	54.68300
531105	Scan Organics Ltd.	111.10000
531109	Ishan Dyes and Chemicals Limit	273.04397
531111	Gothi Plascon (India) Ltd.	102.00000
531112	BALU FORGE INDUSTRIES LIMITED	1213.91900
531119	Ceenik Exports (india) Ltd.	40.20000
531120	Patel Engineering Ltd	9921.41937
531126	KATI PATANG LIFESTYLE LIMITED	501.85945
531127	MENA MANI INDUSTRIES LIMITED	1162.06947
531129	Inani Marbles & Industries Ltd	186.00000
531137	Gemstone Investments Ltd.	747.50000
531144	El Forge Ltd.	203.24304
531146	Medicamen Biotech Ltd.	135.62815
531147	Alicon Castalloy Limited	164.11840
531148	Enchante Jewellery Ltd.	71.73300
531153	Diligent Industries Limited	2384.30766
531155	Epsom Properties Limited	74.52800
531156	Alfavision Overseas (India) Lt	315.26000
531157	Organic Coatings Ltd.	99.74600
531158	Catvision Limited	54.53600
531161	ABM Knowledgeware Ltd.	200.02200
531162	Emami Ltd	4365.00000
531163	Kemistar Corporation Limited	107.59408
531164	Laser Diamonds Ltd.	40.50000
531168	Associated Ceramics Ltd.	20.44730
531169	SKP Securities Ltd.	68.08800
531171	DHARTI PROTEINS LIMITED	102.77200
531173	Syschem (India) Ltd.	492.63000
531175	BLS Infotech Limited	4376.94813
531176	Mefcom Capital Markets Ltd.	457.00840
531178	Hemang Resources Limited	132.00000
531179	Arman Financial Services Limit	105.14761
531190	EFORU ENTERTAINMENT LIMITED	59.79000
531191	Filtron Engineers Ltd.	635.16500
531198	Dhanada Corporatin Limited	443.84448
531199	Glance Finance Ltd.	22.55900
531201	Shilchar Technologies Ltd.	114.40200
531203	TRADEWELL HOLDINGS LIMITED	30.04400
531205	SPRIGHT AGRO LIMITED	10715.07542
531207	Cresanto Global Limited	42.73500
531209	Nucleus Software Exports Ltd	263.25306
